Enquete;Tire;xDeb;nbMots;Tour de parole
Nawal7_220618.TextGrid;Youssef;5554.66;29;Ça veut dire il me met la main derrière le dos je me retourne et là je vois la meuf@s avec qui ma soeur elle a fait l'accident.;
Nawal7_220618.TextGrid;Youssef;5560.89;0;.;
Nawal7_220618.TextGrid;Youssef;5562.79;18;Ça veut dire je commence à m'agiter je la regarde et tout ça ah elle me regarde.;
Nawal7_220618.TextGrid;Youssef;5568.20;5;Je lui dit ah bonjour.;
Nawal7_220618.TextGrid;Youssef;5569.84;2;Direct bonjour.;
Nawal7_220618.TextGrid;Youssef;5571.96;65;Elle me dit hop hop hop elle va voir le le le keuf@s qui était en train de me mettre la menotte il allait me mettre la deuxième elle lui dit hop hop hop attends attends je le connais lui il est descendu je l'ai vu il avait rien dans les mains pourquoi tu l'arrêtes ça se trouve il allait acheter du pain.;
Nawal7_220618.TextGrid;Youssef;5586.65;68;Je dis mais moi je n'étais même pas avec eux je me suis retrouvé au milieu d'eux ils étaient en train de courir au milieu de moi je suis descendu j'avais rien dans les mains j'allais euh taper qui j'allais acheter du b- du pain je vais à Porte de Bagnolet la boulangerie elle est fermée en bas en bas de chez moi.;
Nawal7_220618.TextGrid;Youssef;5600.10;95;Ah il m'enlève la bag- la la menotte et moi je remonte à Fougère je remonte dans mon quartier et quand je remonte il y a tous mes petits ils sont posés devant le collège et je suis le seul à remonter ils se sont tous fait embarquer ça veut dire moi je remonte comme ça ouais comment tu as fait na na ni t'inquiètes j'ai le bras long  et j'avance je suis rentré chez moi sereinement comme quoi parfois il y en a aussi qui sont biens qui sont gentils.;
Nawal7_220618.TextGrid;Youssef;5624.48;13;Après  il y a des bons et il y a des mauvais partout.;
Nawal7_220618.TextGrid;Youssef;5631.88;18;Bah ouais après moi je p- ah je lui aurais dit elle m'a vu elle a ouais.;
Nawal7_220618.TextGrid;Youssef;5636.45;18;Elle lui a bah euh cent cinquante balles@s euh ça lui aurait fait mal au trou au au.;
Nawal7_220618.TextGrid;Youssef;5641.13;4;Au derrière hein euh.;
Nawal7_220618.TextGrid;Youssef;5643.30;0;.;
Nawal7_220618.TextGrid;Youssef;5646.47;2;Ah mais.;
Nawal7_220618.TextGrid;Youssef;5648.50;4;Et tu vois euh.;
Nawal7_220618.TextGrid;Youssef;5656.49;4;On s'est donnés.;
Nawal7_220618.TextGrid;Youssef;5659.42;6;xxx ouais tout le temps perdu.;
Nawal7_220618.TextGrid;Youssef;5663.13;0;.;
Nawal7_220618.TextGrid;Youssef;5665.50;8;Comme tu veux mais on peut même continuer.;
Nawal7_220618.TextGrid;Youssef;5671.37;4;Ça va ça va.;
Nawal7_220618.TextGrid;Youssef;5673.69;6;Jusqu'à on est quel jour ?;
Nawal7_220618.TextGrid;Youssef;5677.06;7;C'est le dernier je crois là.;
Nawal7_220618.TextGrid;Youssef;5679.61;9;Il est une heure c'est le dernier là.;
Nawal7_220618.TextGrid;Youssef;5683.28;7;Il est une heure vingt on rentre ?;
Nawal7_220618.TextGrid;Youssef;5685.78;7;Oh on va se lever bientôt x.;
Nawal7_220618.TextGrid;Youssef;5689.92;1;Top.;
Nawal7_220618.TextGrid;Youssef;5698.44;1;Tranquille.;
Nawal7_220618.TextGrid;Youssef;5703.40;6;Tiens c'est là ah nan.;
Nawal7_220618.TextGrid;Youssef;5705.34;5;Ca doit être par i-.;
Nawal7_220618.TextGrid;Youssef;5707.43;4;Là c'est bon.;
Nawal7_220618.TextGrid;Youssef;5709.37;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;5711.29;1;Donc.;
Nawal7_220618.TextGrid;Youssef;5713.47;5;Qu'est-ce qu'on disait ?;
Nawal7_220618.TextGrid;Youssef;5719.60;2;Là là ?;
Nawal7_220618.TextGrid;Youssef;5720.80;3;Je sais pas.;
Nawal7_220618.TextGrid;Youssef;5724.52;1;Donc.;
Nawal7_220618.TextGrid;Youssef;5727.24;4;Nan pas du tout.;
Nawal7_220618.TextGrid;Youssef;5728.79;5;Tu as vu ou pas ?;
Nawal7_220618.TextGrid;Youssef;5730.93;13;x j'ai pas reçu de message rien j'x pas d'amis .;
Nawal7_220618.TextGrid;Youssef;5735.15;13;J'ai que de faux amis là j'ai pas reçu de message.;
Nawal7_220618.TextGrid;Youssef;5738.35;8;J'ai pas reçu de message t'inquiètes.;
Nawal7_220618.TextGrid;Youssef;5741.02;1;Ouais;
Nawal7_220618.TextGrid;Youssef;5742.86;3;Toujours toujours obligé.;
Nawal7_220618.TextGrid;Youssef;5746.01;1;x.;
Nawal7_220618.TextGrid;Youssef;5748.53;3;Au bout là-bas.;
Nawal7_220618.TextGrid;Youssef;5749.89;12;Mais là on est tranquilles il y a la gendarmerie juste là.;
Nawal7_220618.TextGrid;Youssef;5752.72;6;Ça c'est la gendarmerie ça.;
Nawal7_220618.TextGrid;Youssef;5754.72;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;5756.37;5;Ça c'est la gendarmerie.;
Nawal7_220618.TextGrid;Youssef;5757.92;3;On est tranquilles.;
Nawal7_220618.TextGrid;Youssef;5760.47;37;Ben je sais pas zaama@s mais après c'est un coiffeur qui nous a dit ça après moi je me suis baladé toute la nuit je me suis baladé l'après-midi je me suis baladé le matin.;
Nawal7_220618.TextGrid;Youssef;5770.55;10;Les jeunes me disent salam alikoum@s ils me disent bonjour.;
Nawal7_220618.TextGrid;Youssef;5774.05;10;Ouais des frères mus@s en djellaba je vois de tout.;
Nawal7_220618.TextGrid;Youssef;5777.62;5;Tu vois de tout mais.;
Nawal7_220618.TextGrid;Youssef;5785.69;7;Donc voilà il y a de tout.;
Nawal7_220618.TextGrid;Youssef;5792.36;4;Ah c'était lezbel@s.;
Nawal7_220618.TextGrid;Youssef;5794.67;2;Naal sheytan@s.;
Nawal7_220618.TextGrid;Youssef;5796.23;42;Moi j'aime pas ils ont sali moi je trouve ils ont sali l'Algérie moi moi quand on a gagné par exemple quand on s'est qualifié euh le match on a fait euh on a fait nul contre la Russie.;
Nawal7_220618.TextGrid;Youssef;5809.05;1;Ben.;
Nawal7_220618.TextGrid;Youssef;5810.82;3;J'ai pleuré.;
Nawal7_220618.TextGrid;Youssef;5812.64;3;J'ai pleuré.;
Nawal7_220618.TextGrid;Youssef;5814.21;15;J'ai pleuré de joie j'étais en train de répleu@s je pleurais je pleurais.;
Nawal7_220618.TextGrid;Youssef;5818.53;21;Mais de joie j'ai pas fait des dégats  je suis pas parti péter des vitres  des des des des magasins.;
Nawal7_220618.TextGrid;Youssef;5826.38;33;C'est la hchouma@s je vais même pas sur les Champs j'étais avec mes potes@s on était à Parmentier on était partis dans un bar j'ai pris une bouteille de Jack.;
Nawal7_220618.TextGrid;Youssef;5836.11;71;J'ai pris une bouteille de Jack et vas-y j'ai recommencé ma soirée j'avais déjà commencé ma soirée mais je la finis j'en ai repris une autre bouteille et vas-y c'est parti parce que l'Algérie elle avait gagné j'ai pleuré j'étais content dans l'enjaillement@s j'ai trop d'argent sur moi j'ai pris une bouteille la plus chère on était en xx.;
Nawal7_220618.TextGrid;Youssef;5856.42;1;Mh.;
Nawal7_220618.TextGrid;Youssef;5859.07;1;Mh.;
Nawal7_220618.TextGrid;Youssef;5861.43;10;Oui quand elle a gagné j'ai pris une bouteille.;
Nawal7_220618.TextGrid;Youssef;5865.79;21;Et vas-y j'ai refêté ça avec mes potes@s mes potes@s ils étaient en train de rigoler parce que je pleurais.;
Nawal7_220618.TextGrid;Youssef;5876.81;68;Ouais parce que ils ont fait n'importe quoi je suis tout à fait d'accord avec elle c'est des cons@s c'est des cons@s il y en a ils ont brulé le p- ils ont bloqué le périph@s ils ont posé que des scoots@s ils les ont brulés à Porte de Pantin c'est des cons@s moi j- moi j'appelle ça un trou de cul@s.;
Nawal7_220618.TextGrid;Youssef;5890.51;3;Déçu eh j-.;
Nawal7_220618.TextGrid;Youssef;5892.41;2;Ces gens-là.;
Nawal7_220618.TextGrid;Youssef;5895.30;10;Je l- ils méritent aucun respect ils ont aucun respect.;
Nawal7_220618.TextGrid;Youssef;5899.48;5;Sur ce qu'ils font.;
Nawal7_220618.TextGrid;Youssef;5901.40;3;C'est moche.;
Nawal7_220618.TextGrid;Youssef;5902.87;4;Ça sert à rien.;
Nawal7_220618.TextGrid;Youssef;5906.71;6;C'est inutile à part salir.;
Nawal7_220618.TextGrid;Youssef;5908.55;7;L'image que déjà qui est déjà.;
Nawal7_220618.TextGrid;Youssef;5912.26;6;Pas très propre parce que voilà.;
Nawal7_220618.TextGrid;Youssef;5915.30;9;En parlant des clichés de tout à l'heure.;
Nawal7_220618.TextGrid;Youssef;5918.43;26;En faisant ça ben ils font que de confirmer certaines choses après c'est triste parce que ils généralisent dans la vie de tous les jours.;
Nawal7_220618.TextGrid;Youssef;5925.76;6;Pas tout le monde qui salit.;
Nawal7_220618.TextGrid;Youssef;5929.47;1;xx.;
Nawal7_220618.TextGrid;Youssef;5931.32;10;Nan après il y avait pas que des algériens hein.;
Nawal7_220618.TextGrid;Youssef;5934.35;47;Il y avait des Marocains il y avait des Egyptiens il y avait des noirs il y avait des Chinois des Français qui en profitaient mais au au nom des Algériens et au final ils nous ont cha- sali moi j'ai fêté ça avec mes potes@s.;
Nawal7_220618.TextGrid;Youssef;5947.47;75;Et je suis pas parti foutre la merde@s on est xx fêter ça entre nous l'Algérie elle a gagné j'avais le maillot sur moi j'avais le drapeau je me suis j'avais pris une bouteille on s'est xx j'ai pas fait autant de x j'ai pleuré j'ai crié ouais on a gagné ça y est je suis pas allé faire n'importe quoi ou la taper des x.;
Nawal7_220618.TextGrid;Youssef;5969.17;13;Même là le match de l'Allemagne euh on l'a perdu euh .;
Nawal7_220618.TextGrid;Youssef;5973.23;6;Ouais on méritait de gagner même.;
Nawal7_220618.TextGrid;Youssef;5975.89;5;On méritait de gagner mais.;
Nawal7_220618.TextGrid;Youssef;5978.54;30;Voilà après mektoub@s pourquoi tu vas aller foutre la merde@s on est on on déjà ce qu'on a fait c'est de rentrer dans l'histoire du foot@s algérien.;
Nawal7_220618.TextGrid;Youssef;5985.38;19;Où qu'est ce tu vas foutre la merde@s c'est une première qu'on aille jusque aussi loin.;
Nawal7_220618.TextGrid;Youssef;5989.92;27;Mais regarde l'étoile qu'on a sur le maillot c'est la coupe d'Afrique c'est même p- on devrait même pas avoir d'étoiles.;
Nawal7_220618.TextGrid;Youssef;5997.35;2;Mais voilà.;
Nawal7_220618.TextGrid;Youssef;5999.67;5;C'est salir l'image.;
Nawal7_220618.TextGrid;Youssef;6003.66;25;C'est normal moi je suis d'accord avec les gens qui ont qui disent que il y a des Algériens c'est des cons@s.;
Nawal7_220618.TextGrid;Youssef;6014.86;4;Mais je te crois.;
Nawal7_220618.TextGrid;Youssef;6019.30;6;Ces gens-là c'est des cons.;
Nawal7_220618.TextGrid;Silences;0 
;0;;
Nawal7_220618.TextGrid;Silences;1.24961;0;;
Nawal7_220618.TextGrid;Silences;4.35212;0;;
Nawal7_220618.TextGrid;Silences;6.94365;0;;
Nawal7_220618.TextGrid;Silences;8.62470;0;;
Nawal7_220618.TextGrid;Silences;12.3122;0;;
Nawal7_220618.TextGrid;Silences;14.8571;0;;
Nawal7_220618.TextGrid;Silences;17.4201;0;;
Nawal7_220618.TextGrid;Silences;24.1799;0;;
Nawal7_220618.TextGrid;Silences;26.0509;0;;
Nawal7_220618.TextGrid;Silences;29.317 ;0;;
Nawal7_220618.TextGrid;Silences;31.0018;0;;
Nawal7_220618.TextGrid;Silences;36.3097;0;;
Nawal7_220618.TextGrid;Silences;41.9823;0;;
Nawal7_220618.TextGrid;Silences;45.1901;0;;
Nawal7_220618.TextGrid;Silences;47.2339;0;;
Nawal7_220618.TextGrid;Silences;65.3576;0;;
Nawal7_220618.TextGrid;Silences;67.9236;0;;
Nawal7_220618.TextGrid;Silences;74.3168;0;;
Nawal7_220618.TextGrid;Silences;76.3589;0;;
Nawal7_220618.TextGrid;Silences;78.3474;0;;
Nawal7_220618.TextGrid;Silences;82.0025;0;;
Nawal7_220618.TextGrid;Silences;85.0934;0;;
Nawal7_220618.TextGrid;Silences;90.5052;0;;
Nawal7_220618.TextGrid;Silences;92.7974;0;;
Nawal7_220618.TextGrid;Silences;97.4046;0;;
Nawal7_220618.TextGrid;Silences;98.7663;0;;
Nawal7_220618.TextGrid;Silences;102.106;0;;
Nawal7_220618.TextGrid;Silences;102.937;0;;
Nawal7_220618.TextGrid;Silences;104.482;0;;
Nawal7_220618.TextGrid;Silences;105.543;0;;
Nawal7_220618.TextGrid;Silences;119.612;0;;
Nawal7_220618.TextGrid;Silences;124.252;0;;
Nawal7_220618.TextGrid;Silences;125.486;0;;
Nawal7_220618.TextGrid;Silences;127.187;0;;
Nawal7_220618.TextGrid;Silences;138.966;0;;
Nawal7_220618.TextGrid;Silences;189.993;0;;
Nawal7_220618.TextGrid;Silences;193.863;0;;
Nawal7_220618.TextGrid;Silences;197.410;0;;
Nawal7_220618.TextGrid;Silences;200.351;0;;
Nawal7_220618.TextGrid;Silences;203.152;0;;
Nawal7_220618.TextGrid;Silences;207.578;0;;
Nawal7_220618.TextGrid;Silences;214.374;0;;
Nawal7_220618.TextGrid;Silences;222.203;0;;
Nawal7_220618.TextGrid;Silences;234.123;0;;
Nawal7_220618.TextGrid;Silences;240.812;0;;
Nawal7_220618.TextGrid;Silences;248.623;0;;
Nawal7_220618.TextGrid;Silences;303.859;0;;
Nawal7_220618.TextGrid;Silences;311.892;0;;
Nawal7_220618.TextGrid;Silences;318.592;0;;
Nawal7_220618.TextGrid;Silences;370.404;0;;
Nawal7_220618.TextGrid;Silences;394.319;0;;
Nawal7_220618.TextGrid;Silences;407.721;0;;
Nawal7_220618.TextGrid;Silences;412.754;0;;
Nawal7_220618.TextGrid;Silences;420.414;0;;
Nawal7_220618.TextGrid;Silences;443.452;0;;
Nawal7_220618.TextGrid;Silences;448.701;0;;
Nawal7_220618.TextGrid;Silences;462.601;0;;
Nawal7_220618.TextGrid;Silences;466.322;0;;
Nawal7_220618.TextGrid;Silences;471.716;0;;
Nawal7_220618.TextGrid;Silences;485.421;0;;
Nawal7_220618.TextGrid;Silences;490.235;0;;
Nawal7_220618.TextGrid;Silences;525.069;0;;
Nawal7_220618.TextGrid;Silences;534.908;0;;
Nawal7_220618.TextGrid;Silences;589.632;0;;
Nawal7_220618.TextGrid;Silences;613.391;0;;
Nawal7_220618.TextGrid;Silences;631.059;0;;
Nawal7_220618.TextGrid;Silences;637.285;0;;
Nawal7_220618.TextGrid;Silences;713.354;0;;
Nawal7_220618.TextGrid;Silences;720.975;0;;
Nawal7_220618.TextGrid;Silences;751.192;0;;
Nawal7_220618.TextGrid;Silences;761.787;0;;
Nawal7_220618.TextGrid;Silences;765.019;0;;
Nawal7_220618.TextGrid;Silences;767.643;0;;
Nawal7_220618.TextGrid;Silences;810.954;0;;
Nawal7_220618.TextGrid;Silences;834.416;0;;
Nawal7_220618.TextGrid;Silences;867.283;0;;
Nawal7_220618.TextGrid;Silences;898.528;0;;
Nawal7_220618.TextGrid;Silences;917.454;0;;
Nawal7_220618.TextGrid;Silences;957.951;0;;
Nawal7_220618.TextGrid;Silences;965.071;0;;
Nawal7_220618.TextGrid;Silences;983.129;0;;
Nawal7_220618.TextGrid;Silences;995.448;0;;
Nawal7_220618.TextGrid;Silences;1015.76;0;;
Nawal7_220618.TextGrid;Silences;1038.24;0;;
Nawal7_220618.TextGrid;Silences;1061.04;0;;
Nawal7_220618.TextGrid;Silences;1082.73;0;;
Nawal7_220618.TextGrid;Silences;1106.83;0;;
Nawal7_220618.TextGrid;Silences;1124.91;0;;
Nawal7_220618.TextGrid;Silences;1137.66;0;;
Nawal7_220618.TextGrid;Silences;1146.88;0;;
Nawal7_220618.TextGrid;Silences;1159.27;0;;
Nawal7_220618.TextGrid;Silences;1173.98;0;;
Nawal7_220618.TextGrid;Silences;1187.04;0;;
Nawal7_220618.TextGrid;Silences;1202.72;0;;
Nawal7_220618.TextGrid;Silences;1211.47;0;;
Nawal7_220618.TextGrid;Silences;1258.71;0;;
Nawal7_220618.TextGrid;Silences;1262.44;0;;
Nawal7_220618.TextGrid;Silences;1265.73;0;;
Nawal7_220618.TextGrid;Silences;1290.33;0;;
Nawal7_220618.TextGrid;Silences;1315.34;0;;
Nawal7_220618.TextGrid;Silences;1325.64;0;;
Nawal7_220618.TextGrid;Silences;1330.43;0;;
Nawal7_220618.TextGrid;Silences;1371.27;0;;
Nawal7_220618.TextGrid;Silences;1388.39;0;;
Nawal7_220618.TextGrid;Silences;1425.44;0;;
Nawal7_220618.TextGrid;Silences;1437.32;0;;
Nawal7_220618.TextGrid;Silences;1444.54;0;;
Nawal7_220618.TextGrid;Silences;1448.23;0;;
Nawal7_220618.TextGrid;Silences;1460.81;0;;
Nawal7_220618.TextGrid;Silences;1475.71;0;;
Nawal7_220618.TextGrid;Silences;1482.98;0;;
Nawal7_220618.TextGrid;Silences;1494.98;0;;
Nawal7_220618.TextGrid;Silences;1506.64;0;;
Nawal7_220618.TextGrid;Silences;1510.89;0;;
Nawal7_220618.TextGrid;Silences;1523.59;0;;
Nawal7_220618.TextGrid;Silences;1534.81;0;;
Nawal7_220618.TextGrid;Silences;1556.79;0;;
Nawal7_220618.TextGrid;Silences;1569.00;0;;
Nawal7_220618.TextGrid;Silences;1610.58;0;;
Nawal7_220618.TextGrid;Silences;1613.33;0;;
Nawal7_220618.TextGrid;Silences;1617.06;0;;
Nawal7_220618.TextGrid;Silences;1628.36;0;;
Nawal7_220618.TextGrid;Silences;1674.54;0;;
Nawal7_220618.TextGrid;Silences;1678.82;0;;
Nawal7_220618.TextGrid;Silences;1688.68;0;;
Nawal7_220618.TextGrid;Silences;1726.22;0;;
Nawal7_220618.TextGrid;Silences;1727.52;0;;
Nawal7_220618.TextGrid;Silences;1733.36;0;;
Nawal7_220618.TextGrid;Silences;1738.57;0;;
Nawal7_220618.TextGrid;Silences;1778.71;0;;
Nawal7_220618.TextGrid;Silences;1788.80;0;;
Nawal7_220618.TextGrid;Silences;1792.96;0;;
Nawal7_220618.TextGrid;Silences;1812.66;0;;
Nawal7_220618.TextGrid;Silences;1825.00;0;;
Nawal7_220618.TextGrid;Silences;1833.92;0;;
Nawal7_220618.TextGrid;Silences;1881.55;0;;
Nawal7_220618.TextGrid;Silences;1887.48;0;;
Nawal7_220618.TextGrid;Silences;1901.35;0;;
Nawal7_220618.TextGrid;Silences;1934.14;0;;
Nawal7_220618.TextGrid;Silences;1952.81;0;;
Nawal7_220618.TextGrid;Silences;1957.39;0;;
Nawal7_220618.TextGrid;Silences;1960.55;0;;
Nawal7_220618.TextGrid;Silences;1964.33;0;;
Nawal7_220618.TextGrid;Silences;1968.02;0;;
Nawal7_220618.TextGrid;Silences;1994.82;0;;
Nawal7_220618.TextGrid;Silences;2014.09;0;;
Nawal7_220618.TextGrid;Silences;2039.38;0;;
Nawal7_220618.TextGrid;Silences;2042.28;0;;
Nawal7_220618.TextGrid;Silences;2043.97;0;;
Nawal7_220618.TextGrid;Silences;2053.76;0;;
Nawal7_220618.TextGrid;Silences;2058.45;0;;
Nawal7_220618.TextGrid;Silences;2071.98;0;;
Nawal7_220618.TextGrid;Silences;2082.52;0;;
Nawal7_220618.TextGrid;Silences;2087.01;0;;
Nawal7_220618.TextGrid;Silences;2117.57;0;;
Nawal7_220618.TextGrid;Silences;2126.47;0;;
Nawal7_220618.TextGrid;Silences;2130.14;0;;
Nawal7_220618.TextGrid;Silences;2208.41;0;;
Nawal7_220618.TextGrid;Silences;2230.61;0;;
Nawal7_220618.TextGrid;Silences;2254.72;0;;
Nawal7_220618.TextGrid;Silences;2268.67;0;;
Nawal7_220618.TextGrid;Silences;2275.90;0;;
Nawal7_220618.TextGrid;Silences;2290.99;0;;
Nawal7_220618.TextGrid;Silences;2340.19;0;;
Nawal7_220618.TextGrid;Silences;2344.24;0;;
Nawal7_220618.TextGrid;Silences;2345.36;0;;
Nawal7_220618.TextGrid;Silences;2373.92;0;;
Nawal7_220618.TextGrid;Silences;2393.30;0;;
Nawal7_220618.TextGrid;Silences;2405.31;0;;
Nawal7_220618.TextGrid;Silences;2454.18;0;;
Nawal7_220618.TextGrid;Silences;2460.85;0;;
Nawal7_220618.TextGrid;Silences;2463.26;0;;
Nawal7_220618.TextGrid;Silences;2488.53;0;;
Nawal7_220618.TextGrid;Silences;2499.65;0;;
Nawal7_220618.TextGrid;Silences;2525.82;0;;
Nawal7_220618.TextGrid;Silences;2548.34;0;;
Nawal7_220618.TextGrid;Silences;2559.19;0;;
Nawal7_220618.TextGrid;Silences;2570.15;0;;
Nawal7_220618.TextGrid;Silences;2578.89;0;;
Nawal7_220618.TextGrid;Silences;2583.97;0;;
Nawal7_220618.TextGrid;Silences;2586.56;0;;
Nawal7_220618.TextGrid;Silences;2595.30;0;;
Nawal7_220618.TextGrid;Silences;2597.86;0;;
Nawal7_220618.TextGrid;Silences;2601.21;0;;
Nawal7_220618.TextGrid;Silences;2604.26;0;;
Nawal7_220618.TextGrid;Silences;2610.74;0;;
Nawal7_220618.TextGrid;Silences;2633.97;0;;
Nawal7_220618.TextGrid;Silences;2638.70;0;;
Nawal7_220618.TextGrid;Silences;2651.91;0;;
Nawal7_220618.TextGrid;Silences;2653.06;0;;
Nawal7_220618.TextGrid;Silences;2654.61;0;;
Nawal7_220618.TextGrid;Silences;2656.94;0;;
Nawal7_220618.TextGrid;Silences;2660.00;0;;
Nawal7_220618.TextGrid;Silences;2672.60;0;;
Nawal7_220618.TextGrid;Silences;2675.46;0;;
Nawal7_220618.TextGrid;Silences;2683.20;0;;
Nawal7_220618.TextGrid;Silences;2704.77;0;;
Nawal7_220618.TextGrid;Silences;2734.35;0;;
Nawal7_220618.TextGrid;Silences;2748.50;0;;
Nawal7_220618.TextGrid;Silences;2757.27;0;;
Nawal7_220618.TextGrid;Silences;2777.46;0;;
Nawal7_220618.TextGrid;Silences;2795.31;0;;
Nawal7_220618.TextGrid;Silences;2802.05;0;;
Nawal7_220618.TextGrid;Silences;2812.99;0;;
Nawal7_220618.TextGrid;Silences;2832.23;0;;
Nawal7_220618.TextGrid;Silences;2838.60;0;;
Nawal7_220618.TextGrid;Silences;2842.42;0;;
Nawal7_220618.TextGrid;Silences;2852.72;0;;
Nawal7_220618.TextGrid;Silences;2857.14;0;;
Nawal7_220618.TextGrid;Silences;2869.23;0;;
Nawal7_220618.TextGrid;Silences;2872.45;0;;
Nawal7_220618.TextGrid;Silences;2878.91;0;;
Nawal7_220618.TextGrid;Silences;2882.22;0;;
Nawal7_220618.TextGrid;Silences;2892.06;0;;
Nawal7_220618.TextGrid;Silences;2909.76;0;;
Nawal7_220618.TextGrid;Silences;2914.29;0;;
Nawal7_220618.TextGrid;Silences;2918.99;0;;
Nawal7_220618.TextGrid;Silences;2925.60;0;;
Nawal7_220618.TextGrid;Silences;2934.15;0;;
Nawal7_220618.TextGrid;Silences;2948.31;0;;
Nawal7_220618.TextGrid;Silences;2981.16;0;;
Nawal7_220618.TextGrid;Silences;2984.54;0;;
Nawal7_220618.TextGrid;Silences;2995.04;0;;
Nawal7_220618.TextGrid;Silences;3010.61;0;;
Nawal7_220618.TextGrid;Silences;3027.63;0;;
Nawal7_220618.TextGrid;Silences;3124.51;0;;
Nawal7_220618.TextGrid;Silences;3142.60;0;;
Nawal7_220618.TextGrid;Silences;3151.27;0;;
Nawal7_220618.TextGrid;Silences;3164.30;0;;
Nawal7_220618.TextGrid;Silences;3170.36;0;;
Nawal7_220618.TextGrid;Silences;3180.29;0;;
Nawal7_220618.TextGrid;Silences;3207.46;0;;
Nawal7_220618.TextGrid;Silences;3217.79;0;;
Nawal7_220618.TextGrid;Silences;3220.37;0;;
Nawal7_220618.TextGrid;Silences;3222.57;0;;
Nawal7_220618.TextGrid;Silences;3233.23;0;;
Nawal7_220618.TextGrid;Silences;3247.63;0;;
Nawal7_220618.TextGrid;Silences;3250.51;0;;
Nawal7_220618.TextGrid;Silences;3255.67;0;;
Nawal7_220618.TextGrid;Silences;3259.47;0;;
Nawal7_220618.TextGrid;Silences;3270.99;0;;
Nawal7_220618.TextGrid;Silences;3279.43;0;;
Nawal7_220618.TextGrid;Silences;3296.47;0;;
Nawal7_220618.TextGrid;Silences;3326.92;0;;
Nawal7_220618.TextGrid;Silences;3333.32;0;;
Nawal7_220618.TextGrid;Silences;3406.16;0;;
Nawal7_220618.TextGrid;Silences;3415.49;0;;
Nawal7_220618.TextGrid;Silences;3425.35;0;;
Nawal7_220618.TextGrid;Silences;3435.39;0;;
Nawal7_220618.TextGrid;Silences;3437.90;0;;
Nawal7_220618.TextGrid;Silences;3442.03;0;;
Nawal7_220618.TextGrid;Silences;3444.19;0;;
Nawal7_220618.TextGrid;Silences;3462.04;0;;
Nawal7_220618.TextGrid;Silences;3474.27;0;;
Nawal7_220618.TextGrid;Silences;3478.43;0;;
Nawal7_220618.TextGrid;Silences;3498.01;0;;
Nawal7_220618.TextGrid;Silences;3516.37;0;;
Nawal7_220618.TextGrid;Silences;3526.58;0;;
Nawal7_220618.TextGrid;Silences;3549.86;0;;
Nawal7_220618.TextGrid;Silences;3557.46;0;;
Nawal7_220618.TextGrid;Silences;3562.06;0;;
Nawal7_220618.TextGrid;Silences;3563.93;0;;
Nawal7_220618.TextGrid;Silences;3597.83;0;;
Nawal7_220618.TextGrid;Silences;3600.33;0;;
Nawal7_220618.TextGrid;Silences;3605.36;0;;
Nawal7_220618.TextGrid;Silences;3608.54;0;;
Nawal7_220618.TextGrid;Silences;3612.52;0;;
Nawal7_220618.TextGrid;Silences;3616.31;0;;
Nawal7_220618.TextGrid;Silences;3620.45;0;;
Nawal7_220618.TextGrid;Silences;3627.56;0;;
Nawal7_220618.TextGrid;Silences;3649.70;0;;
Nawal7_220618.TextGrid;Silences;3654.78;0;;
Nawal7_220618.TextGrid;Silences;3672.15;0;;
Nawal7_220618.TextGrid;Silences;3705.07;0;;
Nawal7_220618.TextGrid;Silences;3719.03;0;;
Nawal7_220618.TextGrid;Silences;3749.25;0;;
Nawal7_220618.TextGrid;Silences;3756.66;0;;
Nawal7_220618.TextGrid;Silences;3769.42;0;;
Nawal7_220618.TextGrid;Silences;3775.87;0;;
Nawal7_220618.TextGrid;Silences;3781.74;0;;
Nawal7_220618.TextGrid;Silences;3786.94;0;;
Nawal7_220618.TextGrid;Silences;3806.78;0;;
Nawal7_220618.TextGrid;Silences;3810.42;0;;
Nawal7_220618.TextGrid;Silences;3811.96;0;;
Nawal7_220618.TextGrid;Silences;3818.13;0;;
Nawal7_220618.TextGrid;Silences;3820.81;0;;
Nawal7_220618.TextGrid;Silences;3823.58;0;;
Nawal7_220618.TextGrid;Silences;3824.78;0;;
Nawal7_220618.TextGrid;Silences;3841.26;0;;
Nawal7_220618.TextGrid;Silences;3852.31;0;;
Nawal7_220618.TextGrid;Silences;3853.98;0;;
Nawal7_220618.TextGrid;Silences;3855.35;0;;
Nawal7_220618.TextGrid;Silences;3859.71;0;;
Nawal7_220618.TextGrid;Silences;3880.74;0;;
Nawal7_220618.TextGrid;Silences;3893.11;0;;
Nawal7_220618.TextGrid;Silences;3914.46;0;;
Nawal7_220618.TextGrid;Silences;3978.88;0;;
Nawal7_220618.TextGrid;Silences;4014.00;0;;
Nawal7_220618.TextGrid;Silences;4035.91;0;;
Nawal7_220618.TextGrid;Silences;4053.55;0;;
Nawal7_220618.TextGrid;Silences;4125.65;0;;
Nawal7_220618.TextGrid;Silences;4147.84;0;;
Nawal7_220618.TextGrid;Silences;4162.92;0;;
Nawal7_220618.TextGrid;Silences;4166.92;0;;
Nawal7_220618.TextGrid;Silences;4182.83;0;;
Nawal7_220618.TextGrid;Silences;4197.36;0;;
Nawal7_220618.TextGrid;Silences;4200.39;0;;
